status,service,categorySlug,priority,writingPriorityScore,clusterId,articleSlug,h1,primaryKeyword,primaryVolume,totalVolume,keywordCount,commercialOwner,textLengthRule,flags,approvedKeywords,publishedArticleSlug,publishedSemanticClusterId
backlog,aire-acondicionado,climatizacion,P3-low,80.9,preinstalacion-cassette:preinstalacion-aire-acondicionado-que-es,desague-preinstalacion-aire-acondicionado,Desague Preinstalacion Aire Acondicionado,desague preinstalacion aire acondicionado,20,40,5,/aire-acondicionado/preinstalacion-aire-acondicionado,short-700-1100-words-if-useful,price-intent,desague preinstalacion aire acondicionado | cuanto cuesta una preinstalacion de aire acondicionado | que es la preinstalacion de aire acondicionado | como saber si tengo preinstalacion aire acondicionado | preinstalacion aire acondicionado que es,,
backlog,desatascos,desatascos,P3-low,80.7,productos-y-errores:remedios-caseros-desatascar,como-desatascar-con-bicarbonato,¿Como Desatascar con Bicarbonato?,como desatascar con bicarbonato,20,40,2,/desatascos,short-700-1100-words-if-useful,diy-review,como desatascar con bicarbonato | como desatascar con vinagre y bicarbonato,,
backlog,aire-acondicionado,climatizacion,P3-low,79,gas-refrigerante:cada-cuanto-cargar-gas-aire-acondicionado,cada-cuanto-cargar-gas-aire-acondicionado,Cada Cuanto Cargar Gas Aire Acondicionado,cada cuanto cargar gas aire acondicionado,10,50,5,/aire-acondicionado/carga-gas-aire-acondicionado,short-700-1100-words-if-useful,technical-safety-review,cada cuanto cargar gas aire acondicionado | cada cuanto hay que cargar gas al aire acondicionado | cada cuanto se debe cargar gas al aire acondicionado | cada cuanto tiempo hay que cargar gas al aire acondicionado | cada cuanto tiempo se debe cargar gas al aire acondicionado,,
backlog,fontaneria,fontaneria,P3-low,77.3,reparacion-duchas:cambiar-columna-flexo-ducha,como-cambiar-columna-de-ducha,¿Como Cambiar Columna de Ducha?,como cambiar columna de ducha,20,30,2,/fontanero/reparacion-duchas,short-700-1100-words-if-useful,,como cambiar columna de ducha | como cambiar el flexo de la ducha,,
backlog,calefaccion,calefaccion,P3-low,76.3,presion-caldera:caldera-sube-mucho-presion,caldera-sube-mucho-la-presion,Caldera Sube Mucho la Presion,caldera sube mucho la presion,10,40,4,/calefaccion/reparacion-calderas,short-700-1100-words-if-useful,gas-safety-review | hydraulic-safety-review,caldera sube mucho la presion | caldera sube presion y pierde agua | la caldera sube de presion y pierde agua | la caldera sube mucho de presion,,
backlog,calefaccion,calefaccion,P3-low,76.3,termostatos-valvulas:donde-colocar-termostato-calefaccion,como-poner-el-termostato-calefaccion-para-ahorrar,¿Como Poner el Termostato Calefaccion para Ahorrar?,como poner el termostato calefaccion para ahorrar,10,40,4,/calefaccion/termostatos-valvulas,short-700-1100-words-if-useful,electrical-safety-review | price-intent,como poner el termostato calefaccion para ahorrar | cuanto cuesta poner un termostato | donde colocar el termostato de la calefaccion | donde colocar termostato calefaccion,,
backlog,electricista,electricidad,P3-low,76.3,averias-electricas:luz-parpadea-en-casa,luz-de-casa-parpadea,Luz de Casa Parpadea,luz de casa parpadea,10,40,4,/electricista/reparacion-averias-electricas,short-700-1100-words-if-useful,,luz de casa parpadea | luz parpadea casa | luz parpadea en casa | parpadea la luz de mi casa,,
backlog,aire-acondicionado,climatizacion,P3-low,72.9,split-multisplit:que-es-aire-acondicionado-split,que-es-split-inverter,Que Es Split Inverter,que es split inverter,10,30,3,/aire-acondicionado/instalacion-split,short-700-1100-words-if-useful,,que es split inverter | que es un aire acondicionado split inverter | que es un split inverter,,
backlog,calefaccion,calefaccion,P3-low,72.9,radiadores-no-calientan:radiadores-no-calientan-bien,los-radiadores-calientan-poco,Los Radiadores Calientan Poco,los radiadores calientan poco,10,30,3,/calefaccion/radiadores-calefaccion,short-700-1100-words-if-useful,,los radiadores calientan poco | mis radiadores calientan poco | radiadores calientan poco,,
backlog,electricista,electricidad,P3-low,72.9,averias-electricas:disyuntor-salta,disyuntor-salta,Disyuntor Salta,disyuntor salta,10,30,3,/electricista/reparacion-averias-electricas,short-700-1100-words-if-useful,,disyuntor salta | disyuntor salta solo | el disyuntor salta,,
backlog,fontaneria,fontaneria,P3-low,72.6,osmosis-descalcificadores:precio-instalar-osmosis-descalcificador,precio-instalacion-osmosis,Precio Instalacion Osmosis,precio instalacion osmosis,20,20,2,/fontanero/descalcificadores-osmosis,short-700-1100-words-if-useful,price-intent,precio instalacion osmosis | precio instalar osmosis inversa,,
backlog,electricista,electricidad,P3-low,72.5,instalaciones-electricas:esquema-instalacion-electrica,esquema-puesta-a-tierra-vivienda-unifamiliar,Esquema Puesta a Tierra Vivienda Unifamiliar,esquema puesta a tierra vivienda unifamiliar,20,20,1,/electricista/instalaciones-electricas,short-700-1100-words-if-useful,,esquema puesta a tierra vivienda unifamiliar,,
backlog,electricista,electricidad,P3-low,72.5,enchufes-interruptores:interruptor-no-funciona,interruptor-no-funciona,Interruptor No Funciona,interruptor no funciona,20,20,1,/electricista/enchufes-interruptores,short-700-1100-words-if-useful,,interruptor no funciona,,
backlog,desatascos,desatascos,P3-low,68.2,camara-diagnostico:inspeccion-camara-tuberias,camara-de-inspeccion-precio,Camara de Inspeccion Precio,camara de inspeccion precio,10,20,4,/desatascos/desatasco-tuberias,short-700-1100-words-if-useful,price-intent,camara de inspeccion precio | camara inspeccion tuberias precio | camara de inspeccion alcantarillado precio | inspeccion tuberias camara cuando hace falta,,
backlog,fontaneria,fontaneria,P3-low,68.2,presion-agua:grupo-presion-agua-problemas,grupo-de-presion-de-agua-problemas,Grupo de Presion de Agua Problemas,grupo de presion de agua problemas,10,20,4,/fontanero/grupos-presion-agua,short-700-1100-words-if-useful,price-intent,grupo de presion de agua problemas | precio grupo de presion de agua domestico | grupo de presion agua problemas | precio grupo de presion agua domestico,,
backlog,desatascos,desatascos,P3-low,68.1,productos-y-errores:sosa-caustica-tuberias,sosa-caustica-atasco-tuberia,Sosa Caustica Atasco Tuberia,sosa caustica atasco tuberia,10,20,2,/desatascos,short-700-1100-words-if-useful,chemical-safety-review,sosa caustica atasco tuberia | sosa caustica para limpiar tuberias,,
backlog,electricista,electricidad,P3-low,68.1,domotica:precio-domotica-casa,cuanto-cuesta-poner-domotica-en-una-casa,¿Cuanto Cuesta Poner Domotica en una Casa?,cuanto cuesta poner domotica en una casa,10,20,2,/electricista/domotica,short-700-1100-words-if-useful,price-intent,cuanto cuesta poner domotica en una casa | cuanto cuesta una instalacion domotica,,
backlog,electricista,electricidad,P3-low,68.1,revision-electrica:prueba-diferencial,prueba-de-interruptor-diferencial,Prueba de Interruptor Diferencial,prueba de interruptor diferencial,10,20,2,/electricista/revision-electrica,short-700-1100-words-if-useful,,prueba de interruptor diferencial | prueba diferencial electrico,,
backlog,electricista,electricidad,P3-low,60.3,legalizacion-electrica:legalizar-instalacion-electrica,precio-legalizacion-instalacion-electrica,Precio Legalizacion Instalacion Electrica,precio legalizacion instalacion electrica,10,10,3,/electricista,short-700-1100-words-if-useful,price-intent | compliance-review,precio legalizacion instalacion electrica | cuando legalizar instalacion electrica | legalizacion instalacion electrica precio,,
backlog,electricista,electricidad,P3-low,60.3,urgencias-electricas:cortocircuito-en-casa,que-hacer-si-hay-un-cortocircuito,¿Que Hacer si Hay un Cortocircuito?,que hacer si hay un cortocircuito,10,10,3,/electricista/urgencias-electricas,short-700-1100-words-if-useful,,que hacer si hay un cortocircuito | olor a quemado instalacion electrica | que hacer si hay un cortocircuito en casa,,
backlog,fontaneria,fontaneria,P3-low,60.3,tuberias:cuando-cambiar-tuberias-casa,cuando-cambiar-tuberias-casa,¿Cuando Cambiar Tuberias Casa?,cuando cambiar tuberias casa,10,10,3,/fontanero/sustitucion-tuberias,short-700-1100-words-if-useful,,cuando cambiar tuberias casa | como saber si las tuberias estan mal | cuando cambiar tuberias de casa,,
backlog,aire-acondicionado,climatizacion,P3-low,60.2,ruido-vibracion:ruido-agua-aire-acondicionado,aire-acondicionado-hace-ruido-de-agua,Aire Acondicionado Hace Ruido de Agua,aire acondicionado hace ruido de agua,10,10,1,/aire-acondicionado/reparacion-aire-acondicionado,short-700-1100-words-if-useful,,aire acondicionado hace ruido de agua,,
backlog,aire-acondicionado,climatizacion,P3-low,60.2,bomba-calor:bomba-de-calor-consume-mucho,bomba-de-calor-consume-mucho,Bomba de Calor Consume Mucho,bomba de calor consume mucho,10,10,1,/aire-acondicionado/bomba-calor,short-700-1100-words-if-useful,,bomba de calor consume mucho,,
backlog,calefaccion,calefaccion,P3-low,60.2,instalacion-calefaccion-coste:calefaccion-por-radiadores-como-funciona,calefaccion-por-radiadores-como-funciona,Calefaccion por Radiadores Como Funciona,calefaccion por radiadores como funciona,10,10,1,/calefaccion/instalacion-calefaccion,short-700-1100-words-if-useful,,calefaccion por radiadores como funciona,,
backlog,calefaccion,calefaccion,P3-low,60.2,calefaccion-central-comunidad:cuando-encienden-calefaccion-central,cuando-encienden-calefaccion-central,¿Cuando Encienden Calefaccion Central?,cuando encienden calefaccion central,10,10,1,/calefaccion/calefaccion-central-comunidades,short-700-1100-words-if-useful,,cuando encienden calefaccion central,,
backlog,calefaccion,calefaccion,P3-low,60.2,calefaccion-central-comunidad:radiadores-frios-calefaccion-central,radiadores-frios-calefaccion-central,Radiadores Frios Calefaccion Central,radiadores frios calefaccion central,10,10,1,/calefaccion/calefaccion-central-comunidades,short-700-1100-words-if-useful,,radiadores frios calefaccion central,,
backlog,calefaccion,calefaccion,P3-low,60.2,termostatos-valvulas:termostato-caldera-no-funciona,termostato-no-activa-caldera,Termostato No Activa Caldera,termostato no activa caldera,10,10,1,/calefaccion/termostatos-valvulas,short-700-1100-words-if-useful,gas-safety-review | electrical-safety-review,termostato no activa caldera,,
backlog,desatascos,desatascos,P3-low,60.2,tuberias-atascadas:por-que-se-atascan-tuberias,porque-se-atascan-las-tuberias,¿Porque Se Atascan las Tuberias?,porque se atascan las tuberias,10,10,2,/desatascos/desatasco-tuberias,short-700-1100-words-if-useful,,porque se atascan las tuberias | por que se atascan las tuberias,,
backlog,electricista,electricidad,P3-low,60.2,revision-electrica:revision-electrica-vivienda,como-revisar-la-instalacion-electrica-de-mi-casa,¿Como Revisar la Instalacion Electrica de Mi Casa?,como revisar la instalacion electrica de mi casa,10,10,1,/electricista/revision-electrica,short-700-1100-words-if-useful,,como revisar la instalacion electrica de mi casa,,
backlog,electricista,electricidad,P3-low,60.2,cuadros-electricos:cuadro-electrico-antiguo,cuadro-electrico-huele-a-quemado,Cuadro Electrico Huele a Quemado,cuadro electrico huele a quemado,10,10,1,/electricista/cuadros-electricos,short-700-1100-words-if-useful,,cuadro electrico huele a quemado,,
backlog,electricista,electricidad,P3-low,60.2,boletin-electrico:que-es-boletin-electrico,cuando-hace-falta-boletin-electrico,¿Cuando Hace Falta Boletin Electrico?,cuando hace falta boletin electrico,10,10,1,/electricista,short-700-1100-words-if-useful,compliance-review,cuando hace falta boletin electrico,,
backlog,electricista,electricidad,P3-low,60.2,instalaciones-electricas:precio-instalacion-electrica,precio-instalacion-completa-de-electricidad-de-una-vivienda,Precio Instalacion Completa de Electricidad de una Vivienda,precio instalacion completa de electricidad de una vivienda,10,10,1,/electricista/instalaciones-electricas,short-700-1100-words-if-useful,price-intent,precio instalacion completa de electricidad de una vivienda,,
backlog,fontaneria,fontaneria,P3-low,60.2,presion-agua:poca-presion-agua-causas,por-que-hay-poca-presion-de-agua,¿Por que Hay Poca Presion de Agua?,por que hay poca presion de agua,10,10,1,/fontanero/grupos-presion-agua,short-700-1100-words-if-useful,,por que hay poca presion de agua,,
backlog,fontaneria,fontaneria,P3-low,60.2,bajantes:bajante-comunitaria-huele-mal,precio-cambiar-bajante-comunitaria,Precio Cambiar Bajante Comunitaria,precio cambiar bajante comunitaria,10,10,2,/fontanero/bajantes,short-700-1100-words-if-useful,price-intent,precio cambiar bajante comunitaria | bajante comunitaria huele mal,,
backlog,fontaneria,fontaneria,P3-low,60.2,termos-calentadores:termo-electrico-pierde-agua,termo-fleck-50-litros-pierde-agua,Termo Fleck 50 Litros Pierde Agua,termo fleck 50 litros pierde agua,10,10,2,/fontanero/calentadores-termos,short-700-1100-words-if-useful,brand-specific,termo fleck 50 litros pierde agua | porque el termo electrico pierde agua,,
backlog,desatascos,desatascos,P2-medium,14.8,lavabo-ducha-atascados:como-desatascar-banera,como-desatascar-una-banera,¿Como Desatascar una Banera?,como desatascar una banera,0,0,9,/desatascos/desatascar-lavabo-ducha,standard-900-1400-words,,como desatascar una banera | como desatascar la banera de pelos | como desatascar banera de pelos | como desatascar desague banera | como desatascar tuberias de la banera | como destapar la tuberia de la banera | como destapar tuberia de banera | como destapar tuberia de la banera | como limpiar la tuberia de la banera,,
backlog,fontaneria,fontaneria,P2-medium,14.5,bano-ducha-lavabo:cambiar-banera-por-ducha-precio,cambio-de-banera-por-ducha-precio,Cambio de Banera por Ducha Precio,cambio de banera por ducha precio,0,0,4,/fontanero/cambio-banera-por-ducha,standard-900-1400-words,price-intent | diy-or-commercial-review,cambio de banera por ducha precio | banera por ducha precio | cambiar la banera por ducha precio | precio cambiar banera por ducha,,
backlog,fontaneria,fontaneria,P3-low,14.5,mantenimiento-fontaneria:mantenimiento-fontaneria-vivienda,cuando-revisar-instalacion-fontaneria,¿Cuando Revisar Instalacion Fontaneria?,cuando revisar instalacion fontaneria,0,0,4,/fontanero/mantenimiento,short-700-1100-words-if-useful,,cuando revisar instalacion fontaneria | mantenimiento fontaneria comunidad | mantenimiento fontaneria vivienda | mantenimiento preventivo fontaneria,,
backlog,limpieza-tuberias,saneamiento,P3-low,14.5,comunidades-saneamiento:mantenimiento-saneamiento-comunidad,limpieza-red-saneamiento-comunidad,Limpieza Red Saneamiento Comunidad,limpieza red saneamiento comunidad,0,0,4,/limpieza-tuberias/limpieza-tuberias-comunidades,short-700-1100-words-if-useful,,limpieza red saneamiento comunidad | mantenimiento saneamiento comunidad | mantenimiento tuberias comunidad | plan mantenimiento saneamiento comunidad,,
backlog,calefaccion,calefaccion,P3-low,14.4,suelo-radiante:suelo-radiante-consumo,aerotermia-suelo-radiante-consumo,Aerotermia Suelo Radiante Consumo,aerotermia suelo radiante consumo,0,0,2,/calefaccion/suelo-radiante,short-700-1100-words-if-useful,,aerotermia suelo radiante consumo | suelo radiante consume mucho,,
backlog,desatascos,desatascos,P3-low,14.4,arquetas-bajantes:arqueta-atascada,arqueta-atascada-que-hacer,Arqueta Atascada que Hacer,arqueta atascada que hacer,0,0,2,/desatascos/desatasco-tuberias,short-700-1100-words-if-useful,,arqueta atascada que hacer | como saber si una arqueta esta atascada,,
backlog,desatascos,desatascos,P3-low,14.4,camara-diagnostico:raices-o-tuberia-rota,raices-en-tuberias-sintomas,Raices en Tuberias Sintomas,raices en tuberias sintomas,0,0,2,/desatascos/desatasco-tuberias,short-700-1100-words-if-useful,,raices en tuberias sintomas | tuberia rota o atascada,,
backlog,electricista,electricidad,P3-low,14.4,mantenimiento-electrico:mantenimiento-electrico-comunidad,contrato-mantenimiento-electrico-comunidad,Contrato Mantenimiento Electrico Comunidad,contrato mantenimiento electrico comunidad,0,0,2,/electricista/mantenimiento-electrico,short-700-1100-words-if-useful,,contrato mantenimiento electrico comunidad | mantenimiento electrico comunidad,,
backlog,fontaneria,fontaneria,P3-low,14.4,instalaciones-fontaneria:instalacion-fontaneria-bano,como-hacer-instalacion-fontaneria-bano,¿Como Hacer Instalacion Fontaneria Bano?,como hacer instalacion fontaneria bano,0,0,2,/fontanero/instalaciones,short-700-1100-words-if-useful,price-intent,como hacer instalacion fontaneria bano | cuanto cuesta instalacion fontaneria bano,,
backlog,fontaneria,fontaneria,P3-low,14.4,mamparas-ducha:mampara-ducha-no-cierra-o-pierde-agua,mampara-ducha-no-cierra-bien,Mampara Ducha No Cierra Bien,mampara ducha no cierra bien,0,0,2,/fontanero/mamparas-ducha,short-700-1100-words-if-useful,,mampara ducha no cierra bien | mampara ducha pierde agua,,
backlog,limpieza-tuberias,saneamiento,P3-low,14.4,arquetas-colectores-olores:mal-olor-arquetas-comunidad,arqueta-huele-mal,Arqueta Huele Mal,arqueta huele mal,0,0,2,/limpieza-tuberias/limpieza-arquetas-colectores,short-700-1100-words-if-useful,,arqueta huele mal | mal olor arquetas comunidad,,
backlog,limpieza-tuberias,saneamiento,P3-low,14.4,mantenimiento-preventivo:cada-cuanto-limpiar-tuberias,cada-cuanto-limpiar-tuberias,Cada Cuanto Limpiar Tuberias,cada cuanto limpiar tuberias,0,0,2,/limpieza-tuberias,short-700-1100-words-if-useful,,cada cuanto limpiar tuberias | cuando limpiar tuberias,,
backlog,limpieza-tuberias,saneamiento,P3-low,14.4,alta-presion-hidrocurado:que-es-hidrocurado,hidrocurado-tuberias-que-es,Hidrocurado Tuberias que Es,hidrocurado tuberias que es,0,0,2,/limpieza-tuberias/limpieza-alta-presion-camion-cuba,short-700-1100-words-if-useful,,hidrocurado tuberias que es | que es hidrocurado,,
backlog,limpieza-tuberias,saneamiento,P3-low,14.4,camara-inspeccion:informe-camara-tuberias,informe-camara-tuberias,Informe Camara Tuberias,informe camara tuberias,0,0,2,/limpieza-tuberias/inspeccion-camara-tuberias,short-700-1100-words-if-useful,,informe camara tuberias | videoinspeccion tuberias que es,,
backlog,aire-acondicionado,climatizacion,P3-low,14.3,preinstalacion-cassette:aire-acondicionado-cassette-que-es,aire-acondicionado-cassette-que-es,Aire Acondicionado Cassette que Es,aire acondicionado cassette que es,0,0,1,/aire-acondicionado/preinstalacion-aire-acondicionado,short-700-1100-words-if-useful,,aire acondicionado cassette que es,,
backlog,calefaccion,calefaccion,P3-low,14.3,calefaccion-central-comunidad:calefaccion-central-comunidad-vecinos,calefaccion-central-comunidad-vecinos,Calefaccion Central Comunidad Vecinos,calefaccion central comunidad vecinos,0,0,1,/calefaccion/calefaccion-central-comunidades,short-700-1100-words-if-useful,,calefaccion central comunidad vecinos,,
backlog,calefaccion,calefaccion,P3-low,14.3,ahorro-uso-calefaccion:calefaccion-no-calienta-suficiente,calefaccion-no-calienta-suficiente,Calefaccion No Calienta Suficiente,calefaccion no calienta suficiente,0,0,1,/calefaccion,short-700-1100-words-if-useful,,calefaccion no calienta suficiente,,
backlog,calefaccion,calefaccion,P3-low,14.3,mantenimiento-revision-caldera:que-incluye-mantenimiento-caldera,que-incluye-mantenimiento-caldera,Que Incluye Mantenimiento Caldera,que incluye mantenimiento caldera,0,0,1,/calefaccion/mantenimiento-calderas,short-700-1100-words-if-useful,gas-safety-review,que incluye mantenimiento caldera,,
backlog,calefaccion,calefaccion,P3-low,14.3,suelo-radiante:suelo-radiante-como-funciona,suelo-radiante-agua-como-funciona,Suelo Radiante Agua Como Funciona,suelo radiante agua como funciona,0,0,1,/calefaccion/suelo-radiante,short-700-1100-words-if-useful,,suelo radiante agua como funciona,,
backlog,calefaccion,calefaccion,P3-low,14.3,suelo-radiante:suelo-radiante-o-radiadores,suelo-radiante-o-radiadores-que-es-mejor,Suelo Radiante o Radiadores que Es Mejor,suelo radiante o radiadores que es mejor,0,0,1,/calefaccion/suelo-radiante,short-700-1100-words-if-useful,,suelo radiante o radiadores que es mejor,,
backlog,calefaccion,calefaccion,P3-low,14.3,suelo-radiante:suelo-radiante-ventajas-inconvenientes,suelo-radiante-ventajas-inconvenientes,Suelo Radiante Ventajas Inconvenientes,suelo radiante ventajas inconvenientes,0,0,1,/calefaccion/suelo-radiante,short-700-1100-words-if-useful,,suelo radiante ventajas inconvenientes,,
backlog,desatascos,desatascos,P3-low,14.3,arquetas-bajantes:limpieza-arquetas,cada-cuanto-limpiar-arquetas,Cada Cuanto Limpiar Arquetas,cada cuanto limpiar arquetas,0,0,1,/desatascos/desatasco-tuberias,short-700-1100-words-if-useful,,cada cuanto limpiar arquetas,,
backlog,desatascos,desatascos,P3-low,14.3,camion-cuba:cuando-hace-falta-camion-cuba,cuando-hace-falta-camion-cuba,¿Cuando Hace Falta Camion Cuba?,cuando hace falta camion cuba,0,0,1,/desatascos/camion-cuba,short-700-1100-words-if-useful,,cuando hace falta camion cuba,,
backlog,electricista,electricidad,P3-low,14.3,cargador-coche-electrico:cargador-coche-no-carga,cargador-coche-electrico-no-carga,Cargador Coche Electrico No Carga,cargador coche electrico no carga,0,0,1,/electricista/cargador-coche-electrico,short-700-1100-words-if-useful,,cargador coche electrico no carga,,
backlog,electricista,electricidad,P3-low,14.3,mantenimiento-electrico:checklist-mantenimiento-electrico,checklist-mantenimiento-electrico,Checklist Mantenimiento Electrico,checklist mantenimiento electrico,0,0,1,/electricista/mantenimiento-electrico,short-700-1100-words-if-useful,,checklist mantenimiento electrico,,
backlog,electricista,electricidad,P3-low,14.3,averias-electricas:detectar-fallo-electrico,como-detectar-fallo-electrico,¿Como Detectar Fallo Electrico?,como detectar fallo electrico,0,0,1,/electricista/reparacion-averias-electricas,short-700-1100-words-if-useful,,como detectar fallo electrico,,
backlog,electricista,electricidad,P3-low,14.3,cargador-coche-electrico:wallbox-garaje-comunitario,como-instalar-wallbox-en-garaje-comunitario,¿Como Instalar Wallbox en Garaje Comunitario?,como instalar wallbox en garaje comunitario,0,0,1,/electricista/cargador-coche-electrico,short-700-1100-words-if-useful,brand-specific,como instalar wallbox en garaje comunitario,,
backlog,electricista,electricidad,P3-low,14.3,cuadros-electricos:diferencial-y-protecciones,diferencial-salta-causas,Diferencial Salta Causas,diferencial salta causas,0,0,1,/electricista/cuadros-electricos,short-700-1100-words-if-useful,,diferencial salta causas,,
backlog,electricista,electricidad,P3-low,14.3,mantenimiento-electrico:mantenimiento-electrico-vivienda,mantenimiento-electrico-vivienda,Mantenimiento Electrico Vivienda,mantenimiento electrico vivienda,0,0,1,/electricista/mantenimiento-electrico,short-700-1100-words-if-useful,,mantenimiento electrico vivienda,,
backlog,electricista,electricidad,P3-low,14.3,cargador-coche-electrico:potencia-cargar-coche-electrico,que-potencia-necesito-para-cargar-coche-electrico,Que Potencia Necesito para Cargar Coche Electrico,que potencia necesito para cargar coche electrico,0,0,1,/electricista/cargador-coche-electrico,short-700-1100-words-if-useful,,que potencia necesito para cargar coche electrico,,
backlog,electricista,electricidad,P3-low,14.3,domotica:sistema-domotico-no-funciona,sistema-domotico-no-funciona,Sistema Domotico No Funciona,sistema domotico no funciona,0,0,1,/electricista/domotica,short-700-1100-words-if-useful,,sistema domotico no funciona,,
backlog,electricista,electricidad,P3-low,14.3,iluminacion-led:transformador-led-no-funciona,transformador-led-no-funciona,Transformador Led No Funciona,transformador led no funciona,0,0,1,/electricista/iluminacion-led,short-700-1100-words-if-useful,,transformador led no funciona,,
backlog,fontaneria,fontaneria,P3-low,14.3,bajantes:bajante-rota-o-con-fuga,como-saber-si-una-bajante-esta-rota,¿Como Saber si una Bajante Esta Rota?,como saber si una bajante esta rota,0,0,1,/fontanero/bajantes,short-700-1100-words-if-useful,,como saber si una bajante esta rota,,
backlog,fontaneria,fontaneria,P3-low,14.3,lavabos:lavabo-gotea-o-no-desagua,lavabo-gotea-por-debajo,Lavabo Gotea por Debajo,lavabo gotea por debajo,0,0,1,/fontanero/instalacion-lavabos,short-700-1100-words-if-useful,,lavabo gotea por debajo,,
backlog,limpieza-tuberias,saneamiento,P3-low,14.3,arquetas-colectores-olores:arquetas-con-lodos,arquetas-con-lodos,Arquetas con Lodos,arquetas con lodos,0,0,1,/limpieza-tuberias/limpieza-arquetas-colectores,short-700-1100-words-if-useful,sanitation-review,arquetas con lodos,,
backlog,limpieza-tuberias,saneamiento,P3-low,14.3,bajantes-comunidad:bajante-comunidad-atascada,bajante-comunidad-atascada,Bajante Comunidad Atascada,bajante comunidad atascada,0,0,1,/limpieza-tuberias/limpieza-bajantes,short-700-1100-words-if-useful,,bajante comunidad atascada,,
backlog,limpieza-tuberias,saneamiento,P3-low,14.3,mantenimiento-preventivo:prevenir-atascos-tuberias,como-prevenir-atascos-tuberias,¿Como Prevenir Atascos Tuberias?,como prevenir atascos tuberias,0,0,1,/limpieza-tuberias,short-700-1100-words-if-useful,,como prevenir atascos tuberias,,
backlog,limpieza-tuberias,saneamiento,P3-low,14.3,camara-inspeccion:cuando-usar-camara-tuberias,cuando-usar-camara-tuberias,¿Cuando Usar Camara Tuberias?,cuando usar camara tuberias,0,0,1,/limpieza-tuberias/inspeccion-camara-tuberias,short-700-1100-words-if-useful,,cuando usar camara tuberias,,
backlog,limpieza-tuberias,saneamiento,P3-low,14.3,alta-presion-hidrocurado:cuando-usar-camion-cuba,cuando-usar-camion-cuba,¿Cuando Usar Camion Cuba?,cuando usar camion cuba,0,0,1,/limpieza-tuberias/limpieza-alta-presion-camion-cuba,short-700-1100-words-if-useful,,cuando usar camion cuba,,
backlog,limpieza-tuberias,saneamiento,P3-low,14.3,hosteleria-grasas:mal-olor-tuberias-restaurante,mal-olor-tuberias-restaurante,Mal Olor Tuberias Restaurante,mal olor tuberias restaurante,0,0,1,/limpieza-tuberias/limpieza-tuberias-empresas,short-700-1100-words-if-useful,,mal olor tuberias restaurante,,
backlog,limpieza-tuberias,saneamiento,P3-low,14.3,mantenimiento-preventivo:mantenimiento-preventivo-saneamiento,mantenimiento-preventivo-saneamiento,Mantenimiento Preventivo Saneamiento,mantenimiento preventivo saneamiento,0,0,1,/limpieza-tuberias,short-700-1100-words-if-useful,,mantenimiento preventivo saneamiento,,
backlog,limpieza-tuberias,saneamiento,P3-low,14.3,alta-presion-hidrocurado:limpieza-tuberias-alta-presion,precio-hidrocurado-tuberias,Precio Hidrocurado Tuberias,precio hidrocurado tuberias,0,0,1,/limpieza-tuberias/limpieza-alta-presion-camion-cuba,short-700-1100-words-if-useful,price-intent,precio hidrocurado tuberias,,
backlog,limpieza-tuberias,saneamiento,P3-low,14.3,camara-inspeccion:precio-inspeccion-camara,precio-inspeccion-tuberias-camara,Precio Inspeccion Tuberias Camara,precio inspeccion tuberias camara,0,0,1,/limpieza-tuberias/inspeccion-camara-tuberias,short-700-1100-words-if-useful,price-intent,precio inspeccion tuberias camara,,
backlog,limpieza-tuberias,saneamiento,P3-low,14.3,hosteleria-grasas:limpieza-tuberias-restaurante,tuberias-cocina-industrial-grasa,Tuberias Cocina Industrial Grasa,tuberias cocina industrial grasa,0,0,1,/limpieza-tuberias/limpieza-tuberias-empresas,short-700-1100-words-if-useful,,tuberias cocina industrial grasa,,
